"HyperLynx Oscilloscope .CSV file"

"Design file: SX95T_D_IN_0.FFS         Designer: ."
"Created on: 04 March 2008   Time: 13:54:19"
"Created by: HyperLynx v7.7 (bld 385)
"Comment: "
"Probe 1: U54.40 (at pin)"
"Probe 2: U15.P15 (at pin)"
"Probe 3: U56.P15 (at pin)"
"","Time","Probe V 1","Probe I 1","Probe V 2","Probe I 2","Probe V 3","Probe I 3"
"","   0.0000e-10","0.0000e+000",DC,"0.0000e+000",DC,"0.0000e+000",DC
"","   0.4888e-10","2.9306e-009","1.5707e-010","0.0000e+000","2.2519e-007","0.0000e+000","2.2519e-007"
"","   0.9775e-10","7.8335e-009","3.3752e-010","8.2505e-007","4.0484e-007","8.2505e-007","4.0484e-007"
"","   1.4663e-10","1.0438e-008","4.5574e-010","8.8411e-006","5.4816e-007","8.8411e-006","5.4816e-007"
"","   1.9551e-10","1.2676e-008","5.8914e-010","1.6089e-005","7.3440e-007","1.6089e-005","7.3440e-007"
"","   2.4438e-10","1.4971e-008","6.7213e-010","2.1899e-005","7.6575e-007","2.1899e-005","7.6575e-007"
"","   2.9326e-10","1.5912e-008","7.0719e-010","2.7641e-005","7.8251e-007","2.7641e-005","7.8251e-007"
"","   3.4214e-10","8.1082e-003","6.7536e-004","3.0220e-005","8.0587e-007","3.0220e-005","8.0587e-007"
"","   3.9101e-10","4.0868e-002","2.4322e-003","3.2164e-005","8.1581e-007","3.2164e-005","8.1581e-007"
"","   4.3989e-10","1.1725e-001","6.6042e-003","3.4250e-005","8.5063e-007","3.4250e-005","8.5063e-007"
"","   4.8877e-10","2.4872e-001","1.2894e-002","3.5756e-005","8.9217e-007","3.5756e-005","8.9217e-007"
"","   5.3764e-10","4.0265e-001","1.9708e-002","3.7709e-005","9.2530e-007","3.7709e-005","9.2530e-007"
"","   5.8652e-10","5.3845e-001","2.4781e-002","3.9675e-005","9.5192e-007","3.9675e-005","9.5192e-007"
"","   6.3540e-10","6.4707e-001","3.0007e-002","4.1245e-005","9.7480e-007","4.1245e-005","9.7480e-007"
"","   6.8427e-10","7.9472e-001","3.7352e-002","4.2702e-005","9.8736e-007","4.2702e-005","9.8736e-007"
"","   7.3315e-10","9.7296e-001","4.4863e-002","4.3902e-005","9.9785e-007","4.3902e-005","9.9785e-007"
"","   7.8203e-10","1.1311e+000","5.1043e-002","4.4817e-005","1.0125e-006","4.4817e-005","1.0125e-006"
"","   8.3090e-10","1.2531e+000","5.5340e-002","4.5652e-005","1.0207e-006","4.5652e-005","1.0207e-006"
"","   8.7978e-10","1.3239e+000","5.7622e-002","4.6455e-005","1.0302e-006","4.6455e-005","1.0302e-006"
"","   9.2866e-10","1.3565e+000","5.8403e-002","4.7114e-005","1.0431e-006","4.7114e-005","1.0431e-006"
"","   9.7753e-10","1.3673e+000","5.8758e-002","4.7714e-005","1.0477e-006","4.7714e-005","1.0477e-006"
"","  10.2641e-10","1.3767e+000","5.9134e-002","2.6282e-003","1.0558e-006","2.6282e-003","1.0558e-006"
"","  10.7529e-10","1.3870e+000","5.9543e-002","2.1723e-002","1.0649e-006","2.1723e-002","1.0649e-006"
"","  11.2416e-10","1.3964e+000","5.9902e-002","6.5258e-002","-2.6736e-004","6.5258e-002","-2.6736e-004"
"","  11.7304e-10","1.4046e+000","6.0137e-002","1.5516e-001","-1.3877e-003","1.5516e-001","-1.3877e-003"
"","  12.2191e-10","1.4107e+000","6.0257e-002","2.6626e-001","-3.7692e-003","2.6626e-001","-3.7692e-003"
"","  12.7079e-10","1.4161e+000","6.0352e-002","3.6395e-001","-7.9256e-003","3.6395e-001","-7.9256e-003"
"","  13.1967e-10","1.4224e+000","6.0444e-002","4.1538e-001","-1.2274e-002","4.1538e-001","-1.2274e-002"
