Drill Listing
=============
Drill: .008  Tool: 1  Feed: 0  Speed: 0
X 678740  Y 560629
X 678740  Y 576377
X 678740  Y 568503
X 678740  Y 572440
X 674803  Y 560629
X 674803  Y 568503
X 674803  Y 564566
X 674803  Y 576377
X 670866  Y 560629
X 670866  Y 576377
X 670866  Y 568503
X 670866  Y 564566
X 666929  Y 568503
X 666929  Y 564566
X 666929  Y 576377
X 666929  Y 560629
X 662992  Y 568503
X 662992  Y 576377
X 662992  Y 564566
X 659055  Y 576377
X 659055  Y 568503
X 659055  Y 560629
X 659055  Y 564566
X 655118  Y 568503
X 655118  Y 560629
X 655118  Y 576377
X 655118  Y 564566
X 651181  Y 568503
X 651181  Y 576377
X 651181  Y 564566
X 651181  Y 560629
X 647244  Y 560629
X 647244  Y 576377
X 647244  Y 568503
X 647244  Y 564566
X 643307  Y 576377
X 643307  Y 568503
X 643307  Y 560629
X 643307  Y 564566
X 639370  Y 572440
X 639370  Y 560629
X 639370  Y 568503
X 639370  Y 564566
X 635433  Y 580314
X 635433  Y 560629
X 635433  Y 576377
X 635433  Y 564566
X 635433  Y 572440
X 631496  Y 580314
X 631496  Y 576377
X 631496  Y 572440
X 631496  Y 564566
X 631496  Y 568503
X 631496  Y 560629
X 627559  Y 580314
X 627559  Y 572440
X 627559  Y 568503
X 627559  Y 576377
X 627559  Y 560629
X 627559  Y 564566
X 623622  Y 580314
X 623622  Y 564566
X 623622  Y 568503
X 623622  Y 560629
X 623622  Y 576377
X 619685  Y 580314
X 619685  Y 576377
X 619685  Y 568503
X 619685  Y 564566
X 619685  Y 560629
X 615748  Y 580314
X 615748  Y 568503
X 615748  Y 564566
X 615748  Y 560629
X 615748  Y 576377
X 615748  Y 572440
X 611811  Y 572440
X 611811  Y 580314
X 611811  Y 568503
X 611811  Y 576377
X 611811  Y 564566
X 611811  Y 560629
X 607874  Y 560629
X 607874  Y 580314
X 607874  Y 572440
X 607874  Y 564566
X 607874  Y 568503
X 607874  Y 576377
X 603937  Y 580314
X 603937  Y 564566
X 603937  Y 576377
X 603937  Y 560629
X 603937  Y 568503
X 603937  Y 572440
X 600000  Y 576377
X 600000  Y 560629
X 600000  Y 572440
X 600000  Y 580314
X 600000  Y 568503
X 596062  Y 572440
X 596062  Y 580314
X 596062  Y 560629
X 596062  Y 568503
X 584267  Y 575492
X 582267  Y 571492
X 579133  Y 579133
X 575267  Y 563492
X 572440  Y 572440
X 568503  Y 580314
X 558661  Y 580314
X 554724  Y 572440
X 554724  Y 580314
X 554724  Y 564566
X 552267  Y 577492
X 539267  Y 581492
X 534267  Y 569992
X 501181  Y 561417
X 463998  Y 565111
X 450393  Y 566535
X 434645  Y 566535
X 385433  Y 568503
X 336220  Y 568503
X 328740  Y 573818
X 326574  Y 571850
X 434645  Y 590157
X 465354  Y 602362
X 479921  Y 598031
X 483858  Y 605905
X 497432  Y 594827
X 499212  Y 592913
X 539764  Y 592125
X 539764  Y 600000
X 541267  Y 585492
X 548424  Y 592125
X 548424  Y 600000
X 554724  Y 596062
X 554724  Y 588188
X 554724  Y 603937
X 558661  Y 596062
X 558661  Y 588188
X 558661  Y 603937
X 568503  Y 588188
X 568503  Y 596062
X 568503  Y 603937
X 584251  Y 600000
X 588188  Y 603937
X 595275  Y 596062
X 596062  Y 588188
X 596062  Y 584251
X 596062  Y 607874
X 600000  Y 596062
X 600000  Y 588188
X 600000  Y 592125
X 600000  Y 584251
X 600000  Y 600000
X 600000  Y 607874
X 600000  Y 603937
X 603937  Y 588188
X 603937  Y 584251
X 603937  Y 592125
X 603937  Y 596062
X 603937  Y 603937
X 603937  Y 600000
X 607874  Y 588188
X 607874  Y 592125
X 607874  Y 584251
X 607874  Y 603937
X 607874  Y 600000
X 607874  Y 607874
X 608267  Y 596062
X 611811  Y 592125
X 611811  Y 588188
X 611811  Y 584251
X 611811  Y 596062
X 611811  Y 600000
X 611811  Y 603937
X 611811  Y 607874
X 615748  Y 592125
X 615748  Y 588188
X 615748  Y 596062
X 615748  Y 584251
X 615748  Y 607874
X 615748  Y 600000
X 615748  Y 603937
X 619685  Y 588188
X 619685  Y 596062
X 619685  Y 584251
X 619685  Y 607874
X 619685  Y 600000
X 619685  Y 603937
X 623622  Y 592125
X 623622  Y 588188
X 623622  Y 584251
X 623622  Y 596062
X 623622  Y 607874
X 623622  Y 600000
X 623622  Y 603937
X 627559  Y 596062
X 627559  Y 592125
X 627559  Y 588188
X 627559  Y 600000
X 627952  Y 584251
X 631496  Y 596062
X 631496  Y 584251
X 631496  Y 588188
X 631496  Y 592125
X 631496  Y 607874
X 631496  Y 600000
X 631767  Y 603992
X 635433  Y 588188
X 635433  Y 584251
X 635433  Y 592125
X 635433  Y 603937
X 635433  Y 607874
X 635433  Y 600000
X 639370  Y 584251
X 639370  Y 592125
X 639370  Y 603937
X 639370  Y 607874
X 639370  Y 600000
X 643307  Y 592125
X 643307  Y 584251
X 643307  Y 603937
X 643307  Y 607874
X 647244  Y 592125
X 647244  Y 584251
X 647244  Y 600000
X 647244  Y 607874
X 651181  Y 592125
X 651181  Y 584251
X 651181  Y 600000
X 651181  Y 607874
X 655118  Y 596062
X 655118  Y 592125
X 655118  Y 584251
X 655118  Y 600000
X 655118  Y 607874
X 659055  Y 584251
X 659055  Y 600000
X 659055  Y 592125
X 659055  Y 607874
X 662992  Y 592125
X 662992  Y 584251
X 662992  Y 600000
X 662992  Y 607874
X 666929  Y 584251
X 666929  Y 596062
X 666929  Y 600000
X 666929  Y 607874
X 670866  Y 584251
X 670866  Y 600000
X 670866  Y 607874
X 674803  Y 584251
X 674803  Y 592125
X 674803  Y 607874
X 674803  Y 600000
X 678740  Y 592125
X 678740  Y 584251
X 678740  Y 607874
X 678740  Y 603937
X 682677  Y 592125
X 682677  Y 584251
X 682677  Y 607874
X 682677  Y 603937
X 682677  Y 600000
X 686614  Y 584251
X 686614  Y 592125
X 686614  Y 607874
X 686614  Y 603937
X 690551  Y 584251
X 690551  Y 596062
X 690551  Y 592125
X 690551  Y 607874
X 690551  Y 600000
X 690551  Y 603937
X 694488  Y 584251
X 694488  Y 588188
X 694488  Y 596062
X 694488  Y 607874
X 694488  Y 600000
X 694488  Y 603937
X 698425  Y 584251
X 698425  Y 588188
X 698425  Y 600000
X 698425  Y 607874
X 698425  Y 603937
X 698425  Y 596062
X 702362  Y 596062
X 702362  Y 588188
X 702362  Y 584251
X 702362  Y 603937
X 702362  Y 607874
X 702362  Y 592125
X 706267  Y 607874
X 706299  Y 592125
X 706299  Y 588188
X 706299  Y 584251
X 706299  Y 596062
X 706299  Y 603937
X 706299  Y 600000
X 710236  Y 596062
X 710236  Y 592125
X 710236  Y 588582
X 710236  Y 603937
X 714173  Y 596062
X 714173  Y 584251
X 714173  Y 592125
X 714173  Y 588188
X 714173  Y 600000
X 714173  Y 607874
X 718110  Y 596062
X 718110  Y 584251
X 718110  Y 588188
X 718110  Y 607874
X 718110  Y 600000
X 718110  Y 603937
X 722047  Y 592125
X 722047  Y 596062
X 722047  Y 584251
X 722047  Y 588188
X 722047  Y 607874
X 722047  Y 603937
X 725984  Y 596062
X 725984  Y 584251
X 725984  Y 600000
X 726377  Y 607874
X 729921  Y 584251
X 729921  Y 596062
X 730708  Y 599212
X 731889  Y 594094
X 733464  Y 588188
X 734267  Y 595992
X 739267  Y 594492
X 741267  Y 592992
X 749606  Y 600787
X 751776  Y 592125
X 751777  Y 607874
X 751968  Y 600393
X 755281  Y 584251
X 755337  Y 607874
X 755342  Y 592125
X 757767  Y 593992
X 779325  Y 605905
X 783070  Y 606692
X 825267  Y 600992
X 828346  Y 607874
X 828767  Y 591992
X 832283  Y 584251
X 832283  Y 603937
X 832283  Y 600000
X 832283  Y 607874
X 836220  Y 588188
X 836220  Y 592125
X 836220  Y 584251
X 836220  Y 603937
X 836220  Y 599606
X 836220  Y 607874
X 840157  Y 584251
X 840157  Y 588188
X 840157  Y 592125
X 840157  Y 599606
X 843767  Y 603992
X 844094  Y 600000
X 844267  Y 607492
X 848031  Y 588582
X 848031  Y 592125
X 848031  Y 603937
X 848031  Y 600000
X 851968  Y 592125
X 851968  Y 584251
X 851968  Y 588582
X 851968  Y 603937
X 851968  Y 600000
X 851968  Y 607874
X 855905  Y 584251
X 855905  Y 592125
X 855905  Y 607874
X 855905  Y 603937
X 855905  Y 600000
X 859842  Y 584251
X 859842  Y 588188
X 859842  Y 592125
X 859842  Y 607874
X 865767  Y 607492
X 868267  Y 608492
X 869767  Y 587992
X 896456  Y 596456
X 905905  Y 596456
X 915748  Y 596456
X 915748  Y 587007
X 915748  Y 591732
X 915748  Y 601181
X 915748  Y 607874
X 925590  Y 601574
X 944488  Y 601968
X 955511  Y 606692
X 956299  Y 590157
X 956299  Y 586220
X 960236  Y 586220
X 960236  Y 605905
X 964173  Y 598031
X 964173  Y 586220
X 964173  Y 601968
X 968110  Y 594094
X 968110  Y 586220
X 968110  Y 601968
X 968110  Y 605905
X 972047  Y 594094
X 975984  Y 590157
X 975984  Y 586220
X 975984  Y 598031
X 975984  Y 594094
X 975984  Y 605905
X 975984  Y 601968
X 978937  Y 603149
X 978944  Y 590598
X 978944  Y 585141
X 978944  Y 594141
X 978944  Y 608598
X 978944  Y 599598
X 987007  Y 585236
X 987007  Y 593880
X 987007  Y 599029
X 987007  Y 608088
X 987007  Y 602571
X 998614  Y 593055
X 998614  Y 589511
X 998614  Y 598511
X 998614  Y 584055
X 998614  Y 607511
X 998614  Y 602055
X 1007480  Y 594094
X 1007480  Y 586220
X 1007480  Y 598031
X 1007480  Y 605905
X 1007480  Y 590157
X 1007480  Y 601968
X 1011417  Y 598031
X 1011417  Y 590157
X 1011417  Y 586220
X 1011417  Y 594094
X 1011417  Y 605905
X 1011417  Y 601968
X 1015354  Y 586220
X 1015354  Y 594094
X 1015354  Y 598031
X 1015354  Y 590157
X 1015354  Y 605905
X 1015354  Y 601968
X 1019291  Y 594094
X 1019291  Y 586220
X 1019291  Y 590157
X 1019291  Y 598031
X 1019291  Y 605905
X 1019291  Y 601968
X 1023228  Y 586220
X 1023228  Y 590157
X 1023228  Y 594094
X 1023228  Y 598031
X 1023228  Y 605905
X 1023228  Y 601968
X 1027165  Y 598031
X 1027165  Y 590157
X 1027165  Y 594094
X 1027165  Y 586220
X 1027165  Y 605905
X 1027165  Y 601968
X 1031102  Y 594094
X 1031102  Y 586220
X 1031102  Y 598031
X 1031102  Y 590157
X 1031102  Y 605905
X 1031102  Y 601968
X 1035039  Y 594094
X 1035039  Y 586220
X 1035039  Y 598031
X 1035039  Y 605905
X 1035039  Y 601968
X 1035039  Y 590157
X 1038976  Y 594094
X 1038976  Y 590157
X 1038976  Y 586220
X 1038976  Y 598031
X 1038976  Y 605905
X 1038976  Y 601968
X 1042913  Y 590157
X 1042913  Y 586220
X 1042913  Y 598031
X 1042913  Y 594094
X 1042913  Y 605905
X 1042913  Y 601968
X 1047842  Y 603637
X 1047842  Y 607181
X 1048031  Y 584433
X 1048031  Y 594279
X 1059448  Y 584433
X 1059448  Y 594279
X 1059637  Y 602795
X 1059637  Y 606338
X 1067511  Y 593795
X 1067511  Y 597338
X 1067511  Y 603795
X 1067511  Y 586338
X 1067511  Y 607338
X 1070472  Y 586220
X 1070472  Y 605905
X 1074409  Y 594094
X 1074409  Y 598031
X 1074409  Y 590157
X 1074409  Y 601968
X 1078346  Y 598031
X 1078346  Y 590157
X 1078346  Y 594094
X 1078346  Y 601968
X 1078346  Y 586220
X 1078346  Y 605905
X 1082283  Y 586220
X 1082283  Y 598031
X 1082283  Y 594094
X 1082283  Y 590157
X 1082283  Y 601968
X 1082283  Y 605905
X 1086220  Y 590157
X 1086220  Y 601968
X 1086220  Y 594094
X 1086220  Y 598031
X 1086220  Y 586220
X 1086220  Y 605905
X 1090157  Y 590157
X 1090157  Y 598031
X 1090157  Y 594094
X 1090157  Y 586220
X 1090157  Y 605905
X 1253087  Y 605905
X 1255078  Y 601968
X 1249606  Y 633464
X 1142125  Y 627559
X 1125590  Y 627559
X 1105118  Y 623622
X 1105118  Y 619685
X 1105118  Y 627559
X 1098425  Y 632677
X 1091338  Y 619685
X 1090157  Y 609842
X 1090157  Y 613779
X 1086220  Y 609842
X 1086220  Y 613779
X 1082283  Y 609842
X 1082283  Y 613779
X 1082283  Y 621653
X 1078346  Y 613779
X 1078346  Y 609842
X 1074409  Y 633464
X 1074409  Y 629527
X 1070472  Y 617716
X 1070472  Y 613779
X 1070472  Y 609842
X 1070472  Y 621653
X 1067511  Y 612795
X 1067511  Y 616338
X 1067511  Y 622795
X 1067511  Y 626338
X 1059637  Y 612795
X 1059637  Y 616338
X 1059637  Y 622795
X 1059637  Y 626338
X 1053732  Y 622637
X 1053732  Y 626181
X 1047842  Y 612637
X 1047842  Y 616181
X 1042913  Y 613779
X 1042913  Y 617716
X 1042913  Y 609842
X 1042034  Y 622780
X 1038976  Y 617716
X 1038976  Y 613779
X 1038976  Y 609842
X 1038491  Y 622780
X 1035039  Y 617716
X 1035039  Y 613779
X 1035039  Y 609842
X 1033070  Y 622834
X 1031102  Y 613779
X 1031102  Y 617716
X 1031102  Y 609842
X 1029491  Y 622780
X 1027165  Y 617716
X 1027165  Y 613779
X 1027165  Y 609842
X 1023228  Y 617716
X 1023228  Y 613779
X 1023228  Y 609842
X 1022034  Y 622780
X 1019291  Y 617716
X 1019291  Y 613779
X 1019291  Y 609842
X 1018491  Y 622780
X 1015354  Y 617716
X 1015354  Y 613779
X 1015354  Y 609842
X 1011417  Y 617716
X 1011417  Y 613779
X 1011417  Y 609842
X 1011220  Y 622645
X 1007677  Y 622645
X 1007480  Y 609842
X 1007480  Y 613779
X 1007480  Y 617716
X 1000039  Y 627937
X 998614  Y 616511
X 998614  Y 611055
X 998614  Y 620055
X 996496  Y 627937
X 987007  Y 617899
X 987007  Y 627745
X 978944  Y 627598
X 978944  Y 621141
X 978944  Y 631141
X 978944  Y 612141
X 978944  Y 617598
X 975984  Y 613779
X 975984  Y 609842
X 975984  Y 617716
X 975984  Y 621653
X 975984  Y 629527
X 975984  Y 633464
X 975984  Y 625590
X 968110  Y 609842
X 968110  Y 617716
X 968110  Y 613779
X 968110  Y 629527
X 968110  Y 625590
X 968110  Y 633464
X 968110  Y 621653
X 964173  Y 617716
X 964173  Y 613779
X 964173  Y 633464
X 964173  Y 625590
X 964173  Y 629527
X 964173  Y 609842
X 963779  Y 621653
X 960236  Y 609842
X 960236  Y 621653
X 960236  Y 625590
X 956299  Y 613779
X 956299  Y 625590
X 956299  Y 621653
X 956299  Y 609842
X 956299  Y 617716
X 927952  Y 623621
X 927952  Y 614961
X 927165  Y 632283
X 927165  Y 627559
X 920866  Y 624015
X 920866  Y 615354
X 907086  Y 624015
X 895275  Y 615354
X 895275  Y 624015
X 889370  Y 615354
X 889370  Y 624015
X 883464  Y 624015
X 883464  Y 615354
X 857677  Y 615748
X 855905  Y 613385
X 853937  Y 616141
X 851968  Y 612598
X 848031  Y 612204
X 843809  Y 632229
X 842267  Y 612492
X 835039  Y 612204
X 834055  Y 615748
X 831889  Y 612598
X 831417  Y 632229
X 830518  Y 615748
X 819265  Y 632229
X 808557  Y 631835
X 782882  Y 621653
X 782882  Y 613779
X 776772  Y 625590
X 776772  Y 617716
X 759842  Y 632283
X 757086  Y 626377
X 755260  Y 615748
X 751753  Y 615748
X 749267  Y 614992
X 744267  Y 619992
X 741732  Y 621653
X 741732  Y 617716
X 740551  Y 633464
X 740551  Y 629527
X 731102  Y 617716
X 731102  Y 613779
X 729527  Y 620866
X 725984  Y 619685
X 725984  Y 631496
X 725984  Y 611811
X 722047  Y 623622
X 722047  Y 627559
X 722047  Y 631496
X 722047  Y 619685
X 722047  Y 615748
X 722047  Y 611811
X 718110  Y 623622
X 718110  Y 631496
X 718110  Y 627559
X 718110  Y 619685
X 718110  Y 611811
X 718110  Y 615748
X 714173  Y 623622
X 714173  Y 631496
X 714173  Y 627559
X 714173  Y 619685
X 714173  Y 615748
X 714173  Y 611811
X 710236  Y 631496
X 710236  Y 627559
X 710236  Y 623622
X 710236  Y 619685
X 710236  Y 615748
X 710236  Y 611811
X 706299  Y 627559
X 706299  Y 623622
X 706299  Y 631496
X 706299  Y 619685
X 706299  Y 611811
X 706299  Y 615748
X 702362  Y 619685
X 702362  Y 623622
X 702362  Y 627559
X 702362  Y 631496
X 702362  Y 615748
X 698425  Y 631496
X 698425  Y 619685
X 698425  Y 611811
X 698425  Y 615748
X 694488  Y 623622
X 694488  Y 619685
X 694488  Y 631496
X 694488  Y 627559
X 694488  Y 615748
X 694488  Y 611811
X 690551  Y 619685
X 690551  Y 623622
X 690551  Y 631496
X 690551  Y 627559
X 690551  Y 615748
X 686614  Y 627559
X 686614  Y 619685
X 686614  Y 631496
X 686614  Y 623622
X 686614  Y 615748
X 682677  Y 619685
X 682677  Y 627559
X 682677  Y 631496
X 682677  Y 623622
X 682677  Y 615748
X 678740  Y 623622
X 678740  Y 631496
X 678740  Y 619685
X 678740  Y 615748
X 678740  Y 627559
X 674803  Y 627559
X 674803  Y 619685
X 674803  Y 631496
X 674803  Y 615748
X 674803  Y 623622
X 670866  Y 619685
X 670866  Y 627559
X 670866  Y 623622
X 670866  Y 631496
X 670866  Y 615748
X 666929  Y 623622
X 666929  Y 631496
X 666929  Y 615748
X 663267  Y 627492
X 662992  Y 623622
X 662992  Y 619685
X 662992  Y 615748
X 659055  Y 623622
X 659055  Y 631496
X 659055  Y 627559
X 659055  Y 615748
X 655118  Y 619685
X 655118  Y 615748
X 655118  Y 623622
X 655118  Y 627559
X 655118  Y 631496
X 651181  Y 627559
X 651181  Y 619685
X 651181  Y 623622
X 651181  Y 615748
X 651181  Y 631496
X 647244  Y 627559
X 647244  Y 631102
X 647244  Y 623622
X 647244  Y 615748
X 643307  Y 631496
X 643307  Y 611811
X 643307  Y 623622
X 643307  Y 627559
X 643307  Y 615748
X 639370  Y 623622
X 639370  Y 627559
X 639370  Y 631496
X 639370  Y 615748
X 635433  Y 611811
X 635433  Y 619685
X 635433  Y 631496
X 635433  Y 623622
X 635433  Y 615748
X 635433  Y 627559
X 631496  Y 631496
X 631496  Y 619685
X 631496  Y 623622
X 631496  Y 627559
X 631496  Y 615748
X 627559  Y 619685
X 627559  Y 623622
X 627559  Y 615748
X 627559  Y 611811
X 627559  Y 631496
X 627559  Y 627559
X 623622  Y 627559
X 623622  Y 631496
X 623622  Y 615748
X 623622  Y 623622
X 623622  Y 611811
X 623622  Y 619685
X 619685  Y 611811
X 619685  Y 615748
X 619685  Y 631496
X 619685  Y 623622
X 619685  Y 627559
X 615748  Y 627559
X 615748  Y 631496
X 615748  Y 623622
X 615748  Y 619685
X 615748  Y 615748
X 611811  Y 627559
X 611811  Y 623622
X 611811  Y 619685
X 611811  Y 615748
X 611811  Y 611811
X 611811  Y 631496
X 607874  Y 611811
X 607874  Y 623622
X 607874  Y 631496
X 607874  Y 627559
X 607874  Y 619685
X 603937  Y 623622
X 603937  Y 619685
X 603937  Y 627559
X 603937  Y 611417
X 603543  Y 631496
X 600000  Y 611811
X 600000  Y 627559
X 600000  Y 619685
X 596062  Y 619685
X 593307  Y 614566
X 589767  Y 614492
X 587795  Y 616141
X 585039  Y 631496
X 585039  Y 627559
X 582267  Y 615992
X 580314  Y 622440
X 549211  Y 631496
X 549211  Y 623622
X 538976  Y 631496
X 529267  Y 624492
X 512267  Y 614992
X 512204  Y 612598
X 508767  Y 611492
X 501767  Y 614492
X 496267  Y 633672
X 496267  Y 631311
X 495267  Y 614992
X 486767  Y 612992
X 434645  Y 613779
X 334645  Y 629921
X 179921  Y 631496
X 176377  Y 628346
X 334645  Y 638976
X 434645  Y 637401
X 450393  Y 637401
X 464960  Y 643307
X 479921  Y 639370
X 481889  Y 647244
X 526767  Y 654992
X 538976  Y 647244
X 549211  Y 639370
X 549211  Y 647244
X 585039  Y 635433
X 585039  Y 639370
X 591732  Y 657874
X 600000  Y 635433
X 600000  Y 655118
X 603937  Y 635433
X 603937  Y 639370
X 603937  Y 647244
X 603937  Y 651181
X 603937  Y 643307
X 603937  Y 655118
X 607874  Y 635433
X 607874  Y 651181
X 607874  Y 643307
X 607874  Y 647244
X 607874  Y 639370
X 611811  Y 635433
X 611811  Y 643307
X 611811  Y 651181
X 611811  Y 647244
X 611811  Y 639370
X 615748  Y 635433
X 615748  Y 651181
X 615748  Y 647244
X 615748  Y 643307
X 615748  Y 639370
X 619685  Y 635433
X 619685  Y 651181
X 619685  Y 643307
X 619685  Y 647244
X 619685  Y 639370
X 623622  Y 635433
X 623622  Y 647244
X 623622  Y 651181
X 623622  Y 639370
X 623622  Y 655118
X 623622  Y 643307
X 627559  Y 635433
X 627559  Y 647244
X 627559  Y 651181
X 627559  Y 655118
X 627559  Y 643307
X 627559  Y 639370
X 631496  Y 635433
X 631496  Y 651181
X 631496  Y 647244
X 631496  Y 643307
X 631496  Y 639370
X 635433  Y 635433
X 635433  Y 651181
X 635433  Y 639370
X 635433  Y 643307
X 635433  Y 647244
X 639370  Y 635433
X 639370  Y 651181
X 639370  Y 639370
X 639370  Y 643307
X 639370  Y 647244
X 643307  Y 635433
X 643307  Y 651181
X 643307  Y 647244
X 643307  Y 639370
X 643307  Y 643307
X 647244  Y 635433
X 647244  Y 655118
X 647244  Y 639370
X 647244  Y 643307
X 647267  Y 647492
X 651181  Y 635433
X 651181  Y 647244
X 651181  Y 651181
X 651181  Y 655118
X 651181  Y 643307
X 651181  Y 639370
X 655118  Y 635433
X 655118  Y 651181
X 655118  Y 647244
X 655118  Y 643307
X 655118  Y 639370
X 659055  Y 635433
X 659055  Y 643307
X 659055  Y 651181
X 659055  Y 639370
X 659055  Y 647244
X 662992  Y 635433
X 662992  Y 651181
X 662992  Y 639370
X 666929  Y 635433
X 666929  Y 651181
X 670866  Y 635433
X 670866  Y 651181
X 670866  Y 643307
X 670866  Y 647244
X 670866  Y 639370
X 671267  Y 654992
X 674803  Y 635433
X 674803  Y 647244
X 674803  Y 651181
X 674803  Y 643307
X 674803  Y 655118
X 674803  Y 639370
X 678740  Y 635433
X 678740  Y 647244
X 678740  Y 651181
X 678740  Y 655118
X 678740  Y 643307
X 678740  Y 639370
X 682677  Y 635433
X 682677  Y 651181
X 682677  Y 639370
X 682677  Y 647244
X 682677  Y 643307
X 686614  Y 635433
X 686614  Y 651181
X 686614  Y 647244
X 686614  Y 639370
X 686614  Y 643307
X 690551  Y 635433
X 690551  Y 651181
X 690551  Y 643307
X 690551  Y 639370
X 690551  Y 647244
X 694488  Y 635433
X 694488  Y 651181
X 694488  Y 643307
X 694488  Y 647244
X 694488  Y 639370
X 698425  Y 647244
X 698425  Y 651181
X 698425  Y 655118
X 698425  Y 639370
X 698425  Y 643307
X 702362  Y 647244
X 702362  Y 651181
X 702362  Y 639370
X 702362  Y 655118
X 702362  Y 643307
X 706299  Y 651181
X 706299  Y 635433
X 706299  Y 647244
X 706299  Y 643307
X 706299  Y 639370
X 710236  Y 635433
X 710236  Y 647244
X 710236  Y 651181
X 710236  Y 643307
X 710236  Y 639370
X 714173  Y 635433
X 714173  Y 651181
X 714173  Y 647244
X 714173  Y 643307
X 714173  Y 639370
X 718110  Y 635433
X 718110  Y 643307
X 718110  Y 651181
X 718110  Y 647244
X 718110  Y 639370
X 722047  Y 635433
X 722047  Y 643307
X 722047  Y 647244
X 722047  Y 651181
X 722047  Y 639370
X 722047  Y 655118
X 725984  Y 635433
X 725984  Y 655118
X 730767  Y 658992
X 740551  Y 637401
X 740551  Y 641338
X 743267  Y 641992
X 755267  Y 656492
X 757086  Y 644881
X 762598  Y 638188
X 807267  Y 652992
X 857797  Y 651520
X 867606  Y 651520
X 911811  Y 651574
X 927165  Y 637401
X 954767  Y 643492
X 956299  Y 637401
X 956299  Y 649212
X 956299  Y 653149
X 956299  Y 657086
X 956299  Y 641338
X 956692  Y 645275
X 960236  Y 637401
X 960236  Y 641338
X 960236  Y 645275
X 960236  Y 649212
X 960236  Y 657086
X 960236  Y 653149
X 964173  Y 637401
X 964173  Y 645275
X 964173  Y 641338
X 964173  Y 657086
X 964173  Y 653149
X 968110  Y 641338
X 968110  Y 657086
X 968110  Y 653149
X 968110  Y 649212
X 968110  Y 637401
X 972047  Y 657086
X 972047  Y 653149
X 972047  Y 649212
X 975984  Y 637401
X 975984  Y 641338
X 975984  Y 649212
X 978944  Y 637598
X 978944  Y 641141
X 979921  Y 649212
X 983858  Y 657086
X 983858  Y 649212
X 987795  Y 649212
X 987992  Y 642314
X 991535  Y 642314
X 991732  Y 649212
X 995669  Y 645275
X 995866  Y 634440
X 996992  Y 642314
X 999409  Y 634440
X 999606  Y 645275
X 1000535  Y 642314
X 1003543  Y 645275
X 1004866  Y 634440
X 1005992  Y 642314
X 1007480  Y 645275
X 1008409  Y 634440
X 1009535  Y 642314
X 1011417  Y 645275
X 1014866  Y 634440
X 1015354  Y 657086
X 1015354  Y 649212
X 1015992  Y 642314
X 1018409  Y 634440
X 1019291  Y 657086
X 1019291  Y 649212
X 1019535  Y 642314
X 1023228  Y 657086
X 1023228  Y 649212
X 1023866  Y 634440
X 1024992  Y 642314
X 1027165  Y 653149
X 1027165  Y 657086
X 1027165  Y 649212
X 1027409  Y 634440
X 1028535  Y 642314
X 1031102  Y 645275
X 1034866  Y 634440
X 1035039  Y 645275
X 1035992  Y 642314
X 1038409  Y 634440
X 1038976  Y 657086
X 1038976  Y 645275
X 1039535  Y 642314
X 1042913  Y 649212
X 1042913  Y 653149
X 1042913  Y 645275
X 1042913  Y 657086
X 1045866  Y 634440
X 1046850  Y 653149
X 1046850  Y 645275
X 1046850  Y 657086
X 1046850  Y 649212
X 1046992  Y 642314
X 1049409  Y 634440
X 1050535  Y 642314
X 1050787  Y 653149
X 1050787  Y 657086
X 1050787  Y 645275
X 1054724  Y 653149
X 1054724  Y 657086
X 1054724  Y 645275
X 1056866  Y 634440
X 1057992  Y 642314
X 1058661  Y 653149
X 1058661  Y 657086
X 1058661  Y 645275
X 1060409  Y 634440
X 1061535  Y 642314
X 1062598  Y 645275
X 1062598  Y 657086
X 1062598  Y 653149
X 1065559  Y 635472
X 1065559  Y 639015
X 1066535  Y 657086
X 1066535  Y 653149
X 1066535  Y 645275
X 1074409  Y 637401
X 1074409  Y 641338
X 1074409  Y 645275
X 1074409  Y 653149
X 1074409  Y 649212
X 1078346  Y 641338
X 1078346  Y 657086
X 1078346  Y 653149
X 1078346  Y 649212
X 1078346  Y 645275
X 1078346  Y 637401
X 1082283  Y 657086
X 1082283  Y 653149
X 1082283  Y 641338
X 1086220  Y 653149
X 1086220  Y 657086
X 1086220  Y 641338
X 1086220  Y 649212
X 1086220  Y 645275
X 1090157  Y 645275
X 1090157  Y 657086
X 1104724  Y 639370
X 1125984  Y 643307
X 1126377  Y 635433
X 1136614  Y 635433
X 1142125  Y 643307
X 1264566  Y 636614
X 1090157  Y 664960
X 1090157  Y 661023
X 1086220  Y 664960
X 1086220  Y 661023
X 1082283  Y 664960
X 1082283  Y 661023
X 1078346  Y 664960
X 1074409  Y 664960
X 1074409  Y 661023
X 1070472  Y 661023
X 1050787  Y 661023
X 1046850  Y 664960
X 1042913  Y 661023
X 1038976  Y 661023
X 1031102  Y 664960
X 1019291  Y 661023
X 1019291  Y 664960
X 1015354  Y 664960
X 999606  Y 661023
X 972047  Y 661023
X 968110  Y 661023
X 964173  Y 664960
X 964173  Y 661023
X 960236  Y 664960
X 960236  Y 661023
X 956299  Y 661023
X 956299  Y 664960
X 911811  Y 660235
X 886271  Y 668596
X 886271  Y 678214
X 879708  Y 659842
X 867759  Y 662655
X 865767  Y 669492
X 865767  Y 665492
X 857720  Y 662655
X 853937  Y 676771
X 853937  Y 672834
X 853937  Y 664960
X 853937  Y 668897
