"","  22.9721e-10","1.3737e-004","5.0796e-008","1.3575e-004","-7.1029e-006","1.3603e-004","-6.9745e-006","1.3207e-004","-7.1401e-006","1.3077e-004","-7.2153e-006"
"","  23.4608e-10","1.3265e-004","4.1883e-008","1.3218e-004","-7.1645e-006","1.3414e-004","-7.0062e-006","1.3808e-004","-7.0364e-006","1.3680e-004","-7.1109e-006"
"","  23.9496e-10","1.3727e-004","7.9769e-008","1.3659e-004","-7.0884e-006","1.3693e-004","-7.0849e-006","1.3541e-004","-7.0870e-006","1.3433e-004","-7.1493e-006"
"","  24.4384e-10","1.3726e-004","5.2199e-009","1.3705e-004","-7.0804e-006","1.3722e-004","-6.9369e-006","1.3662e-004","-7.0704e-006","1.3577e-004","-7.1200e-006"
"","  24.9271e-10","1.3511e-004","5.1565e-008","1.3523e-004","-7.1119e-006","1.3635e-004","-7.0973e-006","1.3959e-004","-7.0228e-006","1.3891e-004","-7.0622e-006"
"","  25.4159e-10","1.4040e-004","1.0436e-007","1.3992e-004","-7.0308e-006","1.3919e-004","-7.0114e-006","1.3563e-004","-7.0957e-006","1.3518e-004","-7.1220e-006"
"","  25.9047e-10","1.9674e-004","3.9974e-006","1.3645e-004","-7.0908e-006","1.4047e-004","-6.7875e-006","1.4000e-004","-7.0209e-006","1.3958e-004","-7.0454e-006"
"","  26.3934e-10","1.7958e-003","6.0533e-005","1.3849e-004","-7.0555e-006","3.2986e-004","5.2402e-006","1.4401e-004","-6.9002e-006","1.4106e-004","-7.0712e-006"
"","  26.8822e-10","6.6871e-003","1.7478e-004","1.4118e-004","-7.0092e-006","3.3585e-003","1.9983e-004","4.5517e-004","1.3917e-006","3.0935e-004","-7.0796e-006"
"","  27.3710e-10","1.5161e-002","3.8048e-004","2.9465e-004","-4.3577e-006","9.4094e-003","5.6090e-004","5.0230e-003","1.2300e-004","2.7854e-003","-6.9919e-006"
"","  27.8597e-10","2.9266e-002","6.7060e-004","3.6173e-003","5.3046e-005","2.1215e-002","1.1720e-003","1.3530e-002","3.4893e-004","7.4224e-003","-5.8486e-006"
"","  28.3485e-10","4.7011e-002","9.9965e-004","1.1036e-002","1.8123e-004","3.8681e-002","2.0195e-003","2.9117e-002","7.4786e-004","1.6659e-002","2.4113e-005"
"","  28.8373e-10","7.1455e-002","1.4092e-003","2.4868e-002","4.2020e-004","6.1126e-002","2.9511e-003","5.2125e-002","1.3022e-003","3.1981e-002","1.3200e-004"
"","  29.3260e-10","1.0432e-001","1.8534e-003","4.6643e-002","7.9639e-004","9.2158e-002","4.1686e-003","8.0356e-002","1.9459e-003","5.2570e-002","3.3172e-004"
"","  29.8148e-10","1.4124e-001","2.2944e-003","7.2935e-002","1.2506e-003","1.3041e-001","5.5597e-003","1.1920e-001","2.7972e-003","8.2578e-002","6.6991e-004"
"","  30.3036e-10","1.8585e-001","2.7184e-003","1.0984e-001","1.8881e-003","1.7546e-001","6.9531e-003","1.6518e-001","3.7852e-003","1.1908e-001","1.1070e-003"
"","  30.7923e-10","2.3200e-001","2.9685e-003","1.5537e-001","2.6748e-003","2.2612e-001","8.4248e-003","2.1710e-001","4.8514e-003","1.6271e-001","1.6917e-003"
"","  31.2811e-10","2.8551e-001","3.3065e-003","2.0583e-001","3.5466e-003","2.7546e-001","9.4592e-003","2.7509e-001","5.9904e-003","2.1398e-001","2.4403e-003"
"","  31.7699e-10","3.4675e-001","3.5815e-003","2.6373e-001","4.5470e-003","3.3788e-001","1.1070e-002","3.2704e-001","6.9173e-003","2.6448e-001","3.2833e-003"
"","  32.2586e-10","4.0533e-001","3.8085e-003","3.1691e-001","5.4658e-003","4.0049e-001","1.2592e-002","3.9588e-001","8.2264e-003","3.2747e-001","4.2519e-003"
"","  32.7474e-10","4.7233e-001","4.0444e-003","3.8591e-001","6.6579e-003","4.6772e-001","1.3931e-002","4.6310e-001","9.4915e-003","3.8960e-001","5.2215e-003"
"","  33.2362e-10","5.4797e-001","4.2892e-003","4.5478e-001","7.8478e-003","5.3684e-001","1.5461e-002","5.3223e-001","1.0761e-002","4.5503e-001","6.2765e-003"
"","  33.7249e-10","6.0837e-001","4.2482e-003","5.2000e-001","8.9744e-003","6.1449e-001","1.7307e-002","6.0632e-001","1.2096e-002","5.2643e-001","7.4550e-003"
"","  34.2137e-10","6.6836e-001","4.0010e-003","5.9318e-001","1.0239e-002","6.7737e-001","1.7902e-002","6.8767e-001","1.3655e-002","6.0025e-001","8.5767e-003"
"","  34.7025e-10","7.1984e-001","3.4953e-003","6.7545e-001","1.1660e-002","7.3312e-001","1.8161e-002","7.4638e-001","1.4535e-002","6.6557e-001","9.8401e-003"
"","  35.1912e-10","7.6098e-001","2.9629e-003","7.3448e-001","1.2680e-002","7.7701e-001","1.7958e-002","7.9729e-001","1.5150e-002","7.2944e-001","1.1208e-002"
"","  35.6800e-10","8.0437e-001","2.3906e-003","7.8902e-001","1.3622e-002","8.1781e-001","1.7734e-002","8.3254e-001","1.5437e-002","7.8044e-001","1.2411e-002"
"","  36.1688e-10","8.3998e-001","2.0179e-003","8.2864e-001","1.4307e-002","8.4749e-001","1.7405e-002","8.6444e-001","1.5743e-002","8.2436e-001","1.3415e-002"
"","  36.6575e-10","8.7383e-001","1.7188e-003","8.5776e-001","1.4810e-002","8.8224e-001","1.7646e-002","8.8333e-001","1.5843e-002","8.5435e-001","1.4160e-002"
"","  37.1463e-10","9.0752e-001","1.5531e-003","8.8367e-001","1.5258e-002","9.0638e-001","1.7837e-002","9.1107e-001","1.6322e-002","8.8212e-001","1.4640e-002"
"","  37.6351e-10","9.3660e-001","1.5765e-003","9.0578e-001","1.5639e-002","9.3299e-001","1.8278e-002","9.3350e-001","1.6644e-002","9.0774e-001","1.5148e-002"
"","  38.1238e-10","9.6428e-001","1.6050e-003","9.2674e-001","1.6002e-002","9.6320e-001","1.8964e-002","9.5639e-001","1.7099e-002","9.2772e-001","1.5433e-002"
"","  38.6126e-10","9.8936e-001","1.5762e-003","9.5140e-001","1.6428e-002","9.8782e-001","1.9534e-002","9.8783e-001","1.7696e-002","9.5651e-001","1.5877e-002"
"","  39.1014e-10","1.0149e+000","1.6316e-003","9.8356e-001","1.6983e-002","1.0128e+000","1.9837e-002","1.0156e+000","1.8191e-002","9.8350e-001","1.6327e-002"
"","  39.5901e-10","1.0359e+000","1.4946e-003","1.0098e+000","1.7436e-002","1.0408e+000","2.0360e-002","1.0392e+000","1.8555e-002","1.0093e+000","1.6819e-002"
"","  40.0789e-10","1.0533e+000","1.3338e-003","1.0359e+000","1.7888e-002","1.0603e+000","2.0384e-002","1.0672e+000","1.9047e-002","1.0369e+000","1.7286e-002"
"","  40.5677e-10","1.0753e+000","1.1543e-003","1.0642e+000","1.8376e-002","1.0784e+000","2.0348e-002","1.0841e+000","1.9240e-002","1.0586e+000","1.7759e-002"
"","  41.0564e-10","1.0877e+000","9.3027e-004","1.0818e+000","1.8681e-002","1.0939e+000","2.0360e-002","1.0987e+000","1.9400e-002","1.0777e+000","1.8180e-002"
"","  41.5452e-10","1.1003e+000","7.7083e-004","1.0956e+000","1.8920e-002","1.1054e+000","2.0188e-002","1.1111e+000","1.9530e-002","1.0943e+000","1.8554e-002"
"","  42.0340e-10","1.1156e+000","6.2722e-004","1.1117e+000","1.9197e-002","1.1160e+000","2.0175e-002","1.1184e+000","1.9576e-002","1.1055e+000","1.8826e-002"
"","  42.5227e-10","1.1215e+000","5.3566e-004","1.1174e+000","1.9296e-002","1.1244e+000","2.0199e-002","1.1281e+000","1.9674e-002","1.1187e+000","1.9124e-002"
"","  43.0115e-10","1.1323e+000","5.0346e-004","1.1258e+000","1.9440e-002","1.1341e+000","2.0216e-002","1.1336e+000","1.9754e-002","1.1248e+000","1.9245e-002"
"","  43.5003e-10","1.1413e+000","4.3156e-004","1.1334e+000","1.9573e-002","1.1411e+000","2.0412e-002","1.1411e+000","1.9878e-002","1.1326e+000","1.9384e-002"
"","  43.9890e-10","1.1464e+000","4.5181e-004","1.1382e+000","1.9655e-002","1.1474e+000","2.0436e-002","1.1496e+000","2.0024e-002","1.1411e+000","1.9533e-002"
"","  44.4778e-10","1.1557e+000","4.2251e-004","1.1473e+000","1.9812e-002","1.1559e+000","2.0591e-002","1.1533e+000","2.0093e-002","1.1445e+000","1.9587e-002"
"","  44.9666e-10","1.1597e+000","3.7628e-004","1.1527e+000","1.9906e-002","1.1602e+000","2.0684e-002","1.1624e+000","2.0251e-002","1.1537e+000","1.9746e-002"
"","  45.4554e-10","1.1656e+000","3.8345e-004","1.1608e+000","2.0046e-002","1.1662e+000","2.0647e-002","1.1676e+000","2.0319e-002","1.1599e+000","1.9873e-002"
"","  45.9441e-10","1.1709e+000","3.0267e-004","1.1675e+000","2.0162e-002","1.1721e+000","2.0759e-002","1.1716e+000","2.0370e-002","1.1648e+000","1.9976e-002"
"","  46.4329e-10","1.1723e+000","2.5746e-004","1.1707e+000","2.0216e-002","1.1748e+000","2.0683e-002","1.1784e+000","2.0471e-002","1.1724e+000","2.0124e-002"
"","  46.9217e-10","1.1781e+000","2.1239e-004","1.1774e+000","2.0332e-002","1.1790e+000","2.0638e-002","1.1792e+000","2.0460e-002","1.1745e+000","2.0187e-002"
"","  47.4104e-10","1.1790e+000","1.3864e-004","1.1789e+000","2.0358e-002","1.1807e+000","2.0655e-002","1.1824e+000","2.0490e-002","1.1788e+000","2.0285e-002"
"","  47.8992e-10","1.1812e+000","1.3454e-004","1.1808e+000","2.0391e-002","1.1824e+000","2.0553e-002","1.1839e+000","2.0500e-002","1.1813e+000","2.0344e-002"
"","  48.3880e-10","1.1851e+000","9.6036e-005","1.1842e+000","2.0449e-002","1.1846e+000","2.0615e-002","1.1836e+000","2.0479e-002","1.1816e+000","2.0364e-002"
"","  48.8767e-10","1.1844e+000","9.3675e-005","1.1832e+000","2.0433e-002","1.1851e+000","2.0606e-002","1.1868e+000","2.0528e-002","1.1851e+000","2.0432e-002"
"","  49.3655e-10","1.1880e+000","1.0771e-004","1.1860e+000","2.0482e-002","1.1876e+000","2.0616e-002","1.1864e+000","2.0522e-002","1.1846e+000","2.0422e-002"
"","  49.8543e-10","1.1889e+000","7.9114e-005","1.1868e+000","2.0495e-002","1.1887e+000","2.0708e-002","1.1886e+000","2.0564e-002","1.1867e+000","2.0454e-002"
"","  50.3430e-10","1.1891e+000","1.0224e-004","1.1873e+000","2.0504e-002","1.1897e+000","2.0658e-002","1.1909e+000","2.0606e-002","1.1889e+000","2.0491e-002"
"","  50.8318e-10","1.1920e+000","8.0409e-005","1.1905e+000","2.0558e-002","1.1919e+000","2.0716e-002","1.1904e+000","2.0597e-002","1.1885e+000","2.0484e-002"
"","  51.3206e-10","1.1909e+000","6.1346e-005","1.1902e+000","2.0553e-002","1.1917e+000","2.0711e-002","1.1935e+000","2.0646e-002","1.1917e+000","2.0543e-002"
"","  51.8093e-10","1.1928e+000","6.9965e-005","1.1926e+000","2.0594e-002","1.1931e+000","2.0659e-002","1.1932e+000","2.0633e-002","1.1918e+000","2.0553e-002"
"","  52.2981e-10","1.1935e+000","2.6800e-005","1.1936e+000","2.0613e-002","1.1938e+000","2.0710e-002","1.1935e+000","2.0632e-002","1.1925e+000","2.0571e-002"
"","  52.7869e-10","1.1923e+000","2.5945e-005","1.1930e+000","2.0602e-002","1.1933e+000","2.0629e-002","1.1951e+000","2.0654e-002","1.1944e+000","2.0609e-002"
"","  53.2756e-10","1.1943e+000","9.0120e-006","1.1951e+000","2.0638e-002","1.1942e+000","2.0621e-002","1.1933e+000","2.0614e-002","1.1929e+000","2.0593e-002"
"","  53.7644e-10","1.1927e+000","-1.6325e-005","1.1937e+000","2.0613e-002","1.1933e+000","2.0620e-002","1.1943e+000","2.0625e-002","1.1943e+000","2.0624e-002"
"","  54.2532e-10","1.1930e+000","9.1916e-007","1.1937e+000","2.0613e-002","1.1932e+000","2.0553e-002","1.1935e+000","2.0606e-002","1.1938e+000","2.0620e-002"
"","  54.7419e-10","1.1938e+000","-1.7809e-005","1.1940e+000","2.0619e-002","1.1934e+000","2.0606e-002","1.1924e+000","2.0585e-002","1.1928e+000","2.0605e-002"
"","  55.2307e-10","1.1923e+000","-2.9789e-007","1.1921e+000","2.0587e-002","1.1926e+000","2.0581e-002","1.1937e+000","2.0607e-002","1.1940e+000","2.0624e-002"
"","  55.7195e-10","1.1943e+000","1.8865e-005","1.1934e+000","2.0608e-002","1.1936e+000","2.0606e-002","1.1922e+000","2.0586e-002","1.1923e+000","2.0590e-002"
"","  56.2082e-10","1.1939e+000","1.4753e-005","1.1925e+000","2.0594e-002","1.1936e+000","2.0676e-002","1.1934e+000","2.0616e-002","1.1932e+000","2.0598e-002"
"","  56.6970e-10","1.1942e+000","4.5844e-005","1.1927e+000","2.0597e-002","1.1941e+000","2.0655e-002","1.1943e+000","2.0638e-002","1.1937e+000","2.0600e-002"
"","  57.1858e-10","1.1957e+000","3.5452e-005","1.1945e+000","2.0627e-002","1.1953e+000","2.0719e-002","1.1941e+000","2.0639e-002","1.1932e+000","2.0586e-002"
"","  57.6745e-10","1.1945e+000","3.4028e-005","1.1940e+000","2.0618e-002","1.1950e+000","2.0708e-002","1.1963e+000","2.0678e-002","1.1953e+000","2.0621e-002"
"","  58.1633e-10","1.1960e+000","3.7902e-005","1.1959e+000","2.0651e-002","1.1961e+000","2.0684e-002","1.1957e+000","2.0665e-002","1.1949e+000","2.0619e-002"
"","  58.6521e-10","1.1958e+000","8.4622e-006","1.1962e+000","2.0657e-002","1.1962e+000","2.0711e-002","1.1964e+000","2.0672e-002","1.1958e+000","2.0639e-002"
"","  59.1408e-10","1.1953e+000","1.3501e-005","1.1959e+000","2.0653e-002","1.1959e+000","2.0647e-002","1.1970e+000","2.0678e-002","1.1968e+000","2.0661e-002"
"","  59.6296e-10","1.1967e+000","-1.9897e-006","1.1972e+000","2.0675e-002","1.1965e+000","2.0659e-002","1.1957e+000","2.0649e-002","1.1957e+000","2.0648e-002"
"","  60.1184e-10","1.1954e+000","-1.1400e-005","1.1959e+000","2.0653e-002","1.1958e+000","2.0650e-002","1.1967e+000","2.0663e-002","1.1968e+000","2.0671e-002"
"","  60.6071e-10","1.1962e+000","2.4825e-006","1.1964e+000","2.0660e-002","1.1961e+000","2.0620e-002","1.1958e+000","2.0646e-002","1.1961e+000","2.0659e-002"
"","  61.0959e-10","1.1964e+000","-1.1834e-005","1.1963e+000","2.0659e-002","1.1961e+000","2.0666e-002","1.1956e+000","2.0642e-002","1.1958e+000","2.0654e-002"
"","  61.5847e-10","1.1955e+000","3.0162e-006","1.1954e+000","2.0642e-002","1.1957e+000","2.0638e-002","1.1964e+000","2.0659e-002","1.1965e+000","2.0665e-002"
"","  62.0734e-10","1.1966e+000","-6.3296e-006","1.1965e+000","2.0662e-002","1.1964e+000","2.0659e-002","1.1954e+000","2.0643e-002","1.1954e+000","2.0643e-002"
"","  62.5622e-10","1.1941e+000","-5.5104e-005","1.1957e+000","2.0648e-002","1.1954e+000","2.0640e-002","1.1965e+000","2.0663e-002","1.1964e+000","2.0658e-002"
"","  63.0510e-10","1.1908e+000","-1.2709e-004","1.1961e+000","2.0654e-002","1.1935e+000","2.0472e-002","1.1954e+000","2.0637e-002","1.1957e+000","2.0655e-002"
"","  63.5397e-10","1.1850e+000","-2.7963e-004","1.1962e+000","2.0656e-002","1.1890e+000","2.0237e-002","1.1918e+000","2.0545e-002","1.1936e+000","2.0648e-002"
"","  64.0285e-10","1.1749e+000","-4.5295e-004","1.1928e+000","2.0598e-002","1.1804e+000","1.9802e-002","1.1863e+000","2.0390e-002","1.1910e+000","2.0664e-002"
"","  64.5173e-10","1.1643e+000","-6.5193e-004","1.1880e+000","2.0516e-002","1.1698e+000","1.9287e-002","1.1748e+000","2.0107e-002","1.1836e+000","2.0619e-002"
"","  65.0060e-10","1.1492e+000","-8.7320e-004","1.1776e+000","2.0335e-002","1.1550e+000","1.8726e-002","1.1609e+000","1.9775e-002","1.1742e+000","2.0549e-002"
"","  65.4948e-10","1.1320e+000","-1.0580e-003","1.1635e+000","2.0092e-002","1.1373e+000","1.8072e-002","1.1429e+000","1.9374e-002","1.1606e+000","2.0403e-002"
"","  65.9836e-10","1.1130e+000","-1.2486e-003","1.1464e+000","1.9797e-002","1.1173e+000","1.7476e-002","1.1210e+000","1.8917e-002","1.1426e+000","2.0172e-002"
"","  66.4723e-10","1.0899e+000","-1.3860e-003","1.1245e+000","1.9419e-002","1.0937e+000","1.6827e-002","1.0983e+000","1.8459e-002","1.1231e+000","1.9902e-002"
"","  66.9611e-10","1.0676e+000","-1.4855e-003","1.1019e+000","1.9027e-002","1.0699e+000","1.6244e-002","1.0716e+000","1.7940e-002","1.0992e+000","1.9545e-002"
"","  67.4499e-10","1.0411e+000","-1.6401e-003","1.0759e+000","1.8579e-002","1.0439e+000","1.5721e-002","1.0457e+000","1.7460e-002","1.0749e+000","1.9158e-002"
"","  67.9386e-10","1.0071e+000","-1.8224e-003","1.0491e+000","1.8116e-002","1.0138e+000","1.4929e-002","1.0188e+000","1.6973e-002","1.0491e+000","1.8734e-002"
"","  68.4274e-10","9.7299e-001","-2.0774e-003","1.0230e+000","1.7664e-002","9.7930e-001","1.3957e-002","9.8491e-001","1.6325e-002","1.0183e+000","1.8265e-002"
"","  68.9162e-10","9.2868e-001","-2.3734e-003","9.9133e-001","1.7118e-002","9.3872e-001","1.2853e-002","9.4720e-001","1.5562e-002","9.8608e-001","1.7820e-002"
"","  69.4049e-10","8.9197e-001","-2.4391e-003","9.5326e-001","1.6460e-002","8.9406e-001","1.1542e-002","9.0309e-001","1.4660e-002","9.4882e-001","1.7316e-002"
"","  69.8937e-10","8.5922e-001","-2.5128e-003","9.1162e-001","1.5740e-002","8.5726e-001","1.1040e-002","8.5261e-001","1.3661e-002","9.0455e-001","1.6678e-002"
"","  70.3825e-10","8.1132e-001","-2.6648e-003","8.5874e-001","1.4827e-002","8.1596e-001","1.0396e-002","8.1755e-001","1.3095e-002","8.6755e-001","1.6000e-002"
"","  70.8712e-10","7.6066e-001","-2.8728e-003","8.2092e-001","1.4173e-002","7.6910e-001","9.1206e-003","7.7365e-001","1.2399e-002","8.2058e-001","1.5125e-002"
