"HyperLynx Oscilloscope .CSV file"

"Design file: IBOB2_WORK2.HYP         Designer: Etienne Bauermeister"
"Created on: 09 February 2008   Time: 11:07:45 AM"
"Created by: HyperLynx v7.7 (bld 385)
"Comment: "
"Probe 1: U17.R1 (at pin)"
"","Time","Probe V 1","Probe I 1"
"","  69.4199e-11","9.2181e-002","-3.5576e-003"
"","  70.3977e-11","6.6573e-002","-2.8663e-003"
"","  71.3754e-11","4.8924e-002","-2.1908e-003"
"","  72.3531e-11","3.8211e-002","-1.5616e-003"
"","  73.3309e-11","3.2607e-002","-1.0499e-003"
"","  74.3086e-11","3.1263e-002","-6.5090e-004"
"","  75.2864e-11","3.1983e-002","-3.4375e-004"
"","  76.2641e-11","3.5274e-002","-1.2849e-004"
"","  77.2419e-11","3.9757e-002","3.1562e-005"
"","  78.2196e-11","4.3313e-002","1.3497e-004"
"","  79.1974e-11","4.7145e-002","2.0302e-004"
"","  80.1751e-11","5.1529e-002","2.4629e-004"
"","  81.1529e-11","5.5483e-002","2.5863e-004"
"","  82.1306e-11","5.9681e-002","2.2043e-004"
"","  83.1083e-11","6.3450e-002","1.4570e-004"
"","  84.0861e-11","6.7055e-002","1.4348e-005"
"","  85.0638e-11","6.8087e-002","-1.3283e-004"
"","  86.0416e-11","6.6286e-002","-2.9594e-004"
"","  87.0193e-11","6.1450e-002","-4.5152e-004"
"","  87.9971e-11","5.4254e-002","-6.0305e-004"
"","  88.9748e-11","4.5524e-002","-7.3058e-004"
"","  89.9526e-11","3.6450e-002","-7.8853e-004"
"","  90.9303e-11","2.7422e-002","-7.9338e-004"
"","  91.9080e-11","1.9434e-002","-7.6957e-004"
"","  92.8858e-11","1.1604e-002","-7.1784e-004"
"","  93.8635e-11","4.3999e-003","-6.6601e-004"
"","  94.8413e-11","-1.0032e-003","-6.0599e-004"
"","  95.8190e-11","-6.0304e-003","-5.5204e-004"
"","  96.7968e-11","-1.0858e-002","-5.0037e-004"
"","  97.7745e-11","-1.4970e-002","-4.4289e-004"
"","  98.7523e-11","-1.8854e-002","-3.5948e-004"
"","  99.7300e-11","-2.2045e-002","-2.6168e-004"
""," 100.7078e-11","-2.4866e-002","-1.3672e-004"
""," 101.6855e-11","-2.5459e-002","-1.7928e-005"
""," 102.6632e-11","-2.4036e-002","9.6095e-005"
""," 103.6410e-11","-2.0669e-002","1.9094e-004"
""," 104.6187e-11","-1.6055e-002","2.7314e-004"
""," 105.5965e-11","-1.1067e-002","3.3251e-004"
""," 106.5742e-11","-6.4481e-003","3.4025e-004"
""," 107.5520e-11","-2.4577e-003","3.1774e-004"
""," 108.5297e-11","5.5960e-004","2.8690e-004"
""," 109.5075e-11","3.4871e-003","2.4736e-004"
""," 110.4852e-11","6.1838e-003","2.1900e-004"
""," 111.4629e-11","7.8066e-003","1.8999e-004"
""," 112.4407e-11","9.5722e-003","1.7063e-004"
""," 113.4184e-11","1.1404e-002","1.5121e-004"
""," 114.3962e-11","1.2906e-002","1.2585e-004"
""," 115.3739e-11","1.4302e-002","7.8256e-005"
""," 116.3517e-11","1.5238e-002","2.0647e-005"
""," 117.3294e-11","1.6013e-002","-5.2972e-005"
""," 118.3072e-11","1.5168e-002","-1.1519e-004"
""," 119.2849e-11","1.3177e-002","-1.6810e-004"
""," 120.2627e-11","1.0185e-002","-2.0326e-004"
""," 121.2404e-11","6.7597e-003","-2.2881e-004"
""," 122.2181e-11","3.6452e-003","-2.3992e-004"
""," 123.1959e-11","1.1629e-003","-2.1796e-004"
""," 124.1736e-11","-5.3016e-004","-1.8371e-004"
""," 125.1514e-11","-1.5201e-003","-1.5428e-004"
""," 126.1291e-11","-2.5546e-003","-1.2634e-004"
""," 127.1069e-11","-3.6442e-003","-1.1234e-004"
""," 128.0846e-11","-4.1295e-003","-9.8857e-005"
""," 129.0624e-11","-4.9585e-003","-9.3482e-005"
""," 130.0401e-11","-5.8842e-003","-8.4726e-005"
""," 131.0179e-11","-6.5992e-003","-7.0033e-005"
""," 131.9956e-11","-7.1617e-003","-3.7206e-005"
""," 132.9733e-11","-7.3606e-003","1.5289e-006"
""," 133.9511e-11","-7.4783e-003","4.7747e-005"
""," 134.9288e-11","-6.4110e-003","8.0275e-005"
""," 135.9066e-11","-4.7507e-003","1.0215e-004"
""," 136.8843e-11","-2.6480e-003","1.0981e-004"
""," 137.8621e-11","-5.1769e-004","1.1192e-004"
""," 138.8398e-11","1.0553e-003","1.0662e-004"
""," 139.8176e-11","2.0450e-003","8.1533e-005"
""," 140.7953e-11","2.3610e-003","5.4542e-005"
""," 141.7730e-11","2.3307e-003","3.7572e-005"
""," 142.7508e-11","2.5077e-003","2.5009e-005"
""," 143.7285e-11","2.9343e-003","2.3791e-005"
""," 144.7063e-11","3.0440e-003","2.1087e-005"
""," 145.6840e-11","3.5248e-003","2.3181e-005"
""," 146.6618e-11","4.0360e-003","1.9362e-005"
""," 147.6395e-11","4.3514e-003","1.0055e-005"
""," 148.6173e-11","4.4680e-003","-1.3180e-005"
""," 149.5950e-11","4.3108e-003","-3.8904e-005"
""," 150.5728e-11","4.1396e-003","-6.6254e-005"
""," 151.5505e-11","3.1349e-003","-7.9903e-005"
""," 152.5282e-11","1.9006e-003","-8.3798e-005"
""," 153.5060e-11","5.4928e-004","-7.8020e-005"
""," 154.4837e-11","-6.5421e-004","-7.0721e-005"
""," 155.4615e-11","-1.2771e-003","-6.1246e-005"
""," 156.4392e-11","-1.4845e-003","-4.0851e-005"
""," 157.4170e-11","-1.2062e-003","-2.3685e-005"
""," 158.3947e-11","-8.7112e-004","-1.7152e-005"
""," 159.3725e-11","-8.3354e-004","-1.4423e-005"
""," 160.3502e-11","-1.1153e-003","-1.8883e-005"
""," 161.3280e-11","-1.2138e-003","-1.9726e-005"
""," 162.3057e-11","-1.6069e-003","-2.2694e-005"
""," 163.2834e-11","-1.9372e-003","-1.8986e-005"
""," 164.2612e-11","-2.0597e-003","-1.1125e-005"
""," 165.2389e-11","-1.9649e-003","6.4749e-006"
""," 166.2167e-11","-1.6889e-003","2.3890e-005"
""," 167.1944e-11","-1.4571e-003","3.9288e-005"
""," 168.1722e-11","-6.6551e-004","4.2501e-005"
""," 169.1499e-11","1.3694e-004","3.7997e-005"
""," 170.1277e-11","8.9203e-004","2.8144e-005"
""," 171.1054e-11","1.4609e-003","1.9809e-005"
""," 172.0831e-11","1.5351e-003","1.2515e-005"
""," 173.0609e-11","1.3804e-003","-4.4400e-007"
""," 174.0386e-11","9.1625e-004","-8.5138e-006"
""," 175.0164e-11","5.8363e-004","-7.7150e-006"
""," 175.9941e-11","5.6181e-004","-5.0232e-006"
""," 176.9719e-11","8.3987e-004","9.8961e-007"
""," 177.9496e-11","9.7740e-004","2.1739e-006"
""," 178.9274e-11","1.2999e-003","4.0162e-006"
""," 179.9051e-11","1.4863e-003","-1.7454e-007"
""," 180.8829e-11","1.4660e-003","-6.7735e-006"
""," 181.8606e-11","1.2473e-003","-1.9484e-005"
""," 182.8383e-11","9.4183e-004","-3.0310e-005"
""," 183.8161e-11","7.2837e-004","-3.7334e-005"
""," 184.7938e-11","1.5783e-004","-3.4561e-005"
""," 185.7716e-11","-3.0970e-004","-2.6485e-005"
""," 186.7493e-11","-6.6837e-004","-1.6608e-005"
""," 187.7271e-11","-8.7217e-004","-1.0088e-005"
""," 188.7048e-11","-7.0328e-004","-6.1312e-006"
""," 189.6826e-11","-4.5974e-004","7.7136e-007"
""," 190.6603e-11","-3.7347e-005","3.0610e-006"
""," 191.6381e-11","1.6082e-004","-9.6079e-007"
""," 192.6158e-11","9.0064e-005","-4.9639e-006"
""," 193.5935e-11","-2.1361e-004","-9.5078e-006"
""," 194.5713e-11","-3.7830e-004","-9.1236e-006"
""," 195.5490e-11","-6.2769e-004","-8.9890e-006"
""," 196.5268e-11","-7.0462e-004","-4.2385e-006"
""," 197.5045e-11","-5.9794e-004","1.2612e-006"
""," 198.4823e-11","-3.3815e-004","1.0119e-005"
""," 199.4600e-11","-7.5694e-005","1.6339e-005"
""," 200.4378e-11","6.4657e-005","1.8325e-005"
""," 201.4155e-11","4.2323e-004","1.3164e-005"
""," 202.3933e-11","6.3828e-004","4.9353e-006"
""," 203.3710e-11","7.4363e-004","-2.5866e-006"
""," 204.3487e-11","7.5193e-004","-6.0361e-006"
""," 205.3265e-11","5.0585e-004","-6.6379e-006"
""," 206.3042e-11","2.8980e-004","-9.0676e-006"
""," 207.2820e-11","-2.3962e-005","-8.0184e-006"
""," 208.2597e-11","-9.1460e-005","-3.1013e-006"
""," 209.2375e-11","4.1228e-005","4.4351e-007"
""," 210.2152e-11","3.2719e-004","2.9384e-006"
""," 211.1930e-11","4.6747e-004","1.2279e-006"
""," 212.1707e-11","6.2127e-004","-1.3709e-008"
""," 213.1485e-11","6.0204e-004","-4.2855e-006"
""," 214.1262e-11","4.3903e-004","-8.0791e-006"
""," 215.1039e-11","1.7849e-004","-1.3431e-005"
""," 216.0817e-11","-2.0306e-005","-1.6151e-005"
""," 217.0594e-11","-8.7428e-005","-1.5047e-005"
""," 218.0372e-11","-2.8630e-004","-9.2751e-006"
""," 219.0149e-11","-3.4671e-004","-2.1922e-006"
""," 219.9927e-11","-3.2569e-004","2.6966e-006"
""," 220.9704e-11","-2.6526e-004","3.6471e-006"
""," 221.9481e-11","-4.5547e-005","2.2075e-006"
""," 222.9259e-11","8.8158e-005","2.3190e-006"
""," 223.9037e-11","2.7859e-004","2.4313e-007"
""," 224.8814e-11","2.4427e-004","-3.8108e-006"
""," 225.8591e-11","8.2677e-005","-5.8292e-006"
""," 226.8369e-11","-1.6139e-004","-6.1824e-006"
""," 227.8146e-11","-2.6053e-004","-3.4823e-006"
""," 228.7924e-11","-3.3352e-004","-1.6994e-006"
""," 229.7701e-11","-2.5777e-004","1.7417e-006"
""," 230.7479e-11","-8.3922e-005","4.0152e-006"
""," 231.7256e-11","1.3561e-004","6.8615e-006"
""," 232.7033e-11","2.5353e-004","7.5536e-006"
""," 233.6811e-11","2.4887e-004","5.2167e-006"
""," 234.6588e-11","3.2846e-004","2.3956e-007"
""," 235.6366e-11","2.9827e-004","-4.8808e-006"
""," 236.6143e-11","2.2304e-004","-7.1769e-006"
""," 237.5921e-11","1.5276e-004","-6.2005e-006"
""," 238.5698e-11","-9.9364e-006","-3.6235e-006"
""," 239.5476e-11","-6.8972e-005","-2.6520e-006"
""," 240.5253e-11","-1.6996e-004","-5.7835e-007"
""," 241.5031e-11","-8.7891e-005","2.2370e-006"
""," 242.4808e-11","5.9099e-005","2.9249e-006"
""," 243.4585e-11","2.3683e-004","1.9683e-006"
""," 244.4363e-11","2.8227e-004","-8.1886e-007"
""," 245.4140e-11","2.8749e-004","-2.2975e-006"
""," 246.3918e-11","1.8050e-004","-4.4574e-006"
""," 247.3695e-11","1.7605e-005","-5.2513e-006"
""," 248.3473e-11","-1.5097e-004","-6.2245e-006"
""," 249.3250e-11","-2.0133e-004","-5.7203e-006"
""," 250.3028e-11","-1.5113e-004","-3.0485e-006"
""," 251.2805e-11","-1.6289e-004","7.8756e-007"
""," 252.2583e-11","-1.0078e-004","4.1399e-006"
""," 253.2360e-11","-2.5562e-005","4.6476e-006"
""," 254.2137e-11","1.8021e-005","2.7756e-006"
""," 255.1915e-11","1.1304e-004","1.1701e-007"
""," 256.1692e-11","1.1184e-004","-8.5309e-007"
""," 257.1470e-11","1.5162e-004","-2.1912e-006"
""," 258.1247e-11","5.4128e-005","-3.6125e-006"
""," 259.1025e-11","-6.2933e-005","-3.1872e-006"
""," 260.0802e-11","-1.7940e-004","-1.4655e-006"
""," 261.0580e-11","-1.8559e-004","1.0263e-006"
""," 262.0357e-11","-1.5375e-004","2.0082e-006"
""," 263.0135e-11","-4.7635e-005","3.1001e-006"
""," 263.9912e-11","8.1718e-005","2.9739e-006"
""," 264.9689e-11","1.9143e-004","2.9812e-006"
""," 265.9467e-11","1.8483e-004","2.1747e-006"
""," 266.9244e-11","1.0598e-004","-6.6969e-008"
""," 267.9022e-11","8.0704e-005","-2.5333e-006"
""," 268.8799e-11","1.4612e-005","-4.3077e-006"
""," 269.8577e-11","-4.2505e-005","-3.5837e-006"
""," 270.8354e-11","-5.7326e-005","-1.3750e-006"
""," 271.8131e-11","-1.0213e-004","9.5324e-007"
""," 272.7909e-11","-7.0956e-005","1.6178e-006"
""," 273.7687e-11","-8.4167e-005","2.2549e-006"
""," 274.7464e-11","-3.9770e-007","2.7308e-006"
""," 275.7241e-11","7.5299e-005","1.8103e-006"
""," 276.7019e-11","1.3617e-004","3.0981e-008"
""," 277.6796e-11","1.1337e-004","-1.7377e-006"
""," 278.6574e-11","6.2535e-005","-2.0127e-006"
""," 279.6351e-11","-3.0035e-005","-2.1574e-006"
""," 280.6129e-11","-1.2458e-004","-1.4201e-006"
""," 281.5906e-11","-1.8746e-004","-9.2463e-007"
""," 282.5683e-11","-1.4786e-004","-1.4517e-007"
""," 283.5461e-11","-6.4471e-005","1.5402e-006"
""," 284.5238e-11","-3.1785e-005","2.9481e-006"
""," 285.5016e-11","1.6652e-005","3.7206e-006"
""," 286.4793e-11","4.4737e-005","2.4988e-006"
""," 287.4571e-11","3.1725e-005","5.4464e-007"
""," 288.4348e-11","3.9856e-005","-1.0832e-006"
""," 289.4126e-11","-4.0207e-006","-1.2104e-006"
""," 290.3903e-11","-1.2562e-006","-1.1757e-006"
""," 291.3681e-11","-6.4489e-005","-9.8374e-007"
""," 292.3458e-11","-1.0671e-004","1.3606e-007"
""," 293.3235e-11","-1.3151e-004","1.7258e-006"
""," 294.3013e-11","-9.8928e-005","2.8195e-006"
""," 295.2790e-11","-4.9773e-005","2.6060e-006"
""," 296.2568e-11","1.7243e-005","2.2381e-006"
""," 297.2345e-11","7.5514e-005","1.3729e-006"
""," 298.2123e-11","1.0005e-004","8.7669e-007"
""," 299.1900e-11","4.1753e-005","4.4318e-007"
""," 300.1678e-11","-3.5886e-005","-5.7061e-007"
""," 301.1455e-11","-6.5051e-005","-1.1188e-006"
""," 302.1233e-11","-9.4031e-005","-1.2183e-006"
""," 303.1010e-11","-9.9961e-005","1.5803e-007"
""," 304.0787e-11","-7.2815e-005","1.7168e-006"
""," 305.0565e-11","-6.4540e-005","2.7200e-006"
""," 306.0342e-11","-2.6033e-005","2.4879e-006"
""," 307.0120e-11","-3.2848e-005","2.1181e-006"
""," 307.9897e-11","5.0334e-006","1.7026e-006"
""," 308.9675e-11","1.9358e-005","7.5187e-007"
""," 309.9452e-11","2.0077e-005","-3.9330e-007"
""," 310.9230e-11","-1.3949e-005","-8.1190e-007"
""," 311.9007e-11","-5.5193e-005","-2.0908e-007"
""," 312.8785e-11","-9.9280e-005","4.6077e-007"
""," 313.8562e-11","-1.3178e-004","1.2857e-006"
""," 314.8339e-11","-1.3445e-004","1.6627e-006"
""," 315.8117e-11","-7.4795e-005","1.8028e-006"
""," 316.7894e-11","-1.3983e-005","2.3556e-006"
""," 317.7672e-11","2.2620e-006","2.4443e-006"
""," 318.7449e-11","1.0436e-005","2.2978e-006"
""," 319.7227e-11","-1.4026e-006","1.1214e-006"
""," 320.7004e-11","-3.5700e-005","1.0537e-007"
""," 321.6782e-11","-5.1017e-005","-2.9995e-007"
""," 322.6559e-11","-7.9751e-005","2.1643e-007"
""," 323.6337e-11","-6.8166e-005","7.7464e-007"
""," 324.6114e-11","-8.7815e-005","1.2514e-006"
""," 325.5892e-11","-8.7378e-005","1.9830e-006"
""," 326.5669e-11","-7.9366e-005","2.7520e-006"
""," 327.5446e-11","-5.3780e-005","2.7472e-006"
""," 328.5224e-11","-2.6807e-005","2.0333e-006"
""," 329.5001e-11","-4.5608e-006","1.3690e-006"
""," 330.4779e-11","8.1486e-006","7.9995e-007"
""," 331.4556e-11","-2.4451e-006","6.8681e-007"
""," 332.4334e-11","-5.7078e-005","8.5051e-007"
""," 333.4111e-11","-1.0128e-004","6.6654e-007"
""," 334.3888e-11","-1.0682e-004","8.5285e-007"
""," 335.3666e-11","-1.0218e-004","1.0943e-006"
""," 336.3444e-11","-8.3287e-005","2.0250e-006"
""," 337.3221e-11","-5.2071e-005","2.6249e-006"
""," 338.2998e-11","-3.9802e-005","2.6720e-006"
""," 339.2776e-11","-2.5273e-005","2.1043e-006"
""," 340.2553e-11","-4.3452e-005","1.5983e-006"
""," 341.2331e-11","-3.8278e-005","1.2649e-006"
""," 342.2108e-11","-4.7205e-005","8.4365e-007"
""," 343.1886e-11","-5.8070e-005","4.4590e-007"
""," 344.1663e-11","-7.4985e-005","7.5684e-007"
""," 345.1440e-11","-9.0802e-005","1.4903e-006"
""," 346.1218e-11","-9.9539e-005","2.0763e-006"
""," 347.0995e-11","-1.0294e-004","2.4177e-006"
""," 348.0773e-11","-8.9698e-005","2.3553e-006"
""," 349.0550e-11","-4.6921e-005","2.0595e-006"
""," 350.0328e-11","-2.0340e-005","2.0956e-006"
""," 351.0105e-11","-2.5143e-005","1.8786e-006"
""," 351.9883e-11","-3.8770e-005","1.7253e-006"
""," 352.9660e-11","-6.0409e-005","1.1166e-006"
""," 353.9438e-11","-8.6359e-005","8.8443e-007"
""," 354.9215e-11","-9.4518e-005","1.0891e-006"
""," 355.8992e-11","-9.8700e-005","1.6447e-006"
""," 356.8770e-11","-7.8831e-005","2.0620e-006"
""," 357.8547e-11","-7.7787e-005","2.2661e-006"
""," 358.8325e-11","-6.8698e-005","2.4808e-006"
""," 359.8102e-11","-6.1586e-005","2.6716e-006"
""," 360.7880e-11","-5.5008e-005","2.2702e-006"
""," 361.7657e-11","-4.9526e-005","1.6746e-006"
""," 362.7435e-11","-5.0392e-005","1.2836e-006"
""," 363.7212e-11","-5.2184e-005","1.1972e-006"
""," 364.6990e-11","-6.5115e-005","1.4243e-006"
""," 365.6767e-11","-9.7108e-005","1.8027e-006"
""," 366.6544e-11","-1.1147e-004","1.8514e-006"
""," 367.6322e-11","-1.0207e-004","2.0506e-006"
""," 368.6099e-11","-8.6655e-005","2.1289e-006"
""," 369.5877e-11","-6.8480e-005","2.5153e-006"
""," 370.5654e-11","-5.1285e-005","2.5546e-006"
""," 371.5432e-11","-4.9489e-005","2.2862e-006"
""," 372.5209e-11","-5.4240e-005","1.8674e-006"
""," 373.4987e-11","-7.4647e-005","1.6236e-006"
""," 374.4764e-11","-7.9087e-005","1.5871e-006"
""," 375.4542e-11","-8.6683e-005","1.5563e-006"
""," 376.4319e-11","-9.0355e-005","1.5209e-006"
""," 377.4097e-11","-9.0579e-005","1.9509e-006"
""," 378.3874e-11","-9.1047e-005","2.4146e-006"
""," 379.3651e-11","-8.7208e-005","2.6580e-006"
""," 380.3429e-11","-8.5901e-005","2.6003e-006"
""," 381.3206e-11","-7.7258e-005","2.3316e-006"
""," 382.2984e-11","-5.6459e-005","1.9983e-006"
""," 383.2761e-11","-5.1933e-005","1.9834e-006"
""," 384.2539e-11","-6.4093e-005","1.8897e-006"
""," 385.2316e-11","-7.9347e-005","1.9243e-006"
""," 386.2093e-11","-9.3677e-005","1.7363e-006"
""," 387.1871e-11","-1.0424e-004","1.8298e-006"
""," 388.1648e-11","-1.0257e-004","2.1157e-006"
""," 389.1426e-11","-9.4053e-005","2.4167e-006"
""," 390.1203e-11","-7.7051e-005","2.5421e-006"
""," 391.0981e-11","-7.3715e-005","2.4969e-006"
""," 392.0758e-11","-7.0481e-005","2.4613e-006"
""," 393.0535e-11","-7.1446e-005","2.4628e-006"
""," 394.0313e-11","-7.6381e-005","2.1112e-006"
""," 395.0090e-11","-7.9324e-005","1.8221e-006"
""," 395.9868e-11","-8.4360e-005","1.7365e-006"
""," 396.9646e-11","-8.4775e-005","1.9100e-006"
""," 397.9423e-11","-9.0295e-005","2.1991e-006"
""," 398.9201e-11","-1.0376e-004","2.4810e-006"
""," 399.8978e-11","-1.0369e-004","2.4715e-006"
""," 400.8755e-11","-9.2825e-005","2.5000e-006"
""," 401.8533e-11","-8.1158e-005","2.4238e-006"
""," 402.8310e-11","-7.2437e-005","2.5221e-006"
""," 403.8088e-11","-6.8335e-005","2.4111e-006"
""," 404.7865e-11","-7.3068e-005","2.1956e-006"
""," 405.7643e-11","-8.3774e-005","2.0426e-006"
""," 406.7420e-11","-9.7474e-005","2.0394e-006"
""," 407.7197e-11","-9.9737e-005","2.1556e-006"
""," 408.6975e-11","-1.0015e-004","2.2365e-006"
""," 409.6752e-11","-9.7154e-005","2.2567e-006"
""," 410.6530e-11","-9.0910e-005","2.5415e-006"
""," 411.6307e-11","-8.8140e-005","2.7182e-006"
""," 412.6085e-11","-8.5013e-005","2.7267e-006"
""," 413.5862e-11","-8.7248e-005","2.5332e-006"
""," 414.5639e-11","-8.5408e-005","2.3004e-006"
""," 415.5417e-11","-7.8003e-005","2.1224e-006"
""," 416.5194e-11","-8.1001e-005","2.1936e-006"
""," 417.4972e-11","-9.0345e-005","2.2433e-006"
""," 418.4749e-11","-9.9059e-005","2.3597e-006"
""," 419.4527e-11","-1.0413e-004","2.3308e-006"
""," 420.4304e-11","-1.0495e-004","2.4469e-006"
""," 421.4082e-11","-1.0005e-004","2.6092e-006"
""," 422.3859e-11","-9.0397e-005","2.6749e-006"
""," 423.3637e-11","-8.1478e-005","2.6294e-006"
""," 424.3414e-11","-8.1683e-005","2.5159e-006"
""," 425.3192e-11","-8.4335e-005","2.4598e-006"
""," 426.2969e-11","-8.9089e-005","2.4735e-006"
""," 427.2747e-11","-9.5923e-005","2.2859e-006"
""," 428.2524e-11","-9.8375e-005","2.2166e-006"
""," 429.2301e-11","-1.0011e-004","2.2736e-006"
""," 430.2079e-11","-9.6756e-005","2.4751e-006"
""," 431.1856e-11","-9.7155e-005","2.6632e-006"
""," 432.1634e-11","-1.0180e-004","2.7724e-006"
""," 433.1411e-11","-9.8900e-005","2.6826e-006"
""," 434.1189e-11","-9.2688e-005","2.6126e-006"
""," 435.0966e-11","-8.7715e-005","2.5145e-006"
""," 436.0743e-11","-8.6162e-005","2.5397e-006"
""," 437.0521e-11","-8.7887e-005","2.4682e-006"
""," 438.0298e-11","-9.2795e-005","2.3830e-006"
""," 439.0076e-11","-1.0134e-004","2.3995e-006"
""," 439.9853e-11","-1.0694e-004","2.4857e-006"
""," 440.9631e-11","-1.0572e-004","2.5968e-006"
""," 441.9408e-11","-1.0216e-004","2.6379e-006"
""," 442.9185e-11","-9.7824e-005","2.6132e-006"
""," 443.8963e-11","-9.2512e-005","2.7464e-006"
""," 444.8740e-11","-9.1840e-005","2.7713e-006"
""," 445.8518e-11","-9.2332e-005","2.7091e-006"
""," 446.8296e-11","-9.7007e-005","2.5505e-006"
""," 447.8073e-11","-9.7932e-005","2.4355e-006"
""," 448.7851e-11","-9.5393e-005","2.4044e-006"
""," 449.7628e-11","-9.8100e-005","2.5201e-006"
""," 450.7405e-11","-1.0227e-004","2.6112e-006"
""," 451.7183e-11","-1.0518e-004","2.6985e-006"
""," 452.6960e-11","-1.0535e-004","2.6834e-006"
""," 453.6738e-11","-1.0335e-004","2.7321e-006"
""," 454.6515e-11","-9.9991e-005","2.7803e-006"
""," 455.6293e-11","-9.3823e-005","2.7377e-006"
""," 456.6070e-11","-9.1575e-005","2.6615e-006"
""," 457.5847e-11","-9.4040e-005","2.5909e-006"
""," 458.5625e-11","-9.8372e-005","2.5923e-006"
""," 459.5402e-11","-1.0240e-004","2.6456e-006"
""," 460.5180e-11","-1.0658e-004","2.5704e-006"
